Time_index,Demand-base,Demand-1,Demand-2,Demand-3,Demand-4,Demand-5,Demand-6,Demand-7,Demand-8,Demand-9,Demand-10
673,12359,12359,12578.31483,13063.05167,12275.23942,12810.62028,12445.5479,12861.78959,12708.00102,12511.28528,12469.40148
674,11386,11386,11675.15841,11971.10899,11262.79045,11890.78371,11432.99924,11815.37621,11645.73708,11497.89843,11454.91214
675,10792,10792,11236.94615,11438.88513,10693.6401,11444.47823,10831.46604,11193.72472,11127.97894,10964.88327,10852.22601
676,10478,10478,11030.72862,11142.33235,10394.03785,11234.45212,10496.8511,10847.91858,10839.4864,10739.26839,10516.96974
677,10340,10340,11046.9587,11063.77532,10299.17946,11250.98196,10360.49068,10706.99758,10763.06453,10735.50814,10380.34797
678,10407,10407,11438.39013,11351.49044,10390.28108,11649.64263,10445.59506,10794.94827,11042.95962,11099.31214,10465.61546
679,10719,10719,12619.3674,12443.43311,10792.25526,12852.43103,10862.41308,11225.70679,12105.22355,12234.90705,10883.23237
680,11321,11321,14707.31992,14455.47497,11552.06158,14978.94538,11668.97046,12059.2395,14062.57859,14247.57981,11691.33563
681,11981,11981,15814.78446,15717.29722,12433.02368,16106.86338,12637.99984,13060.67809,15290.10481,15309.84988,12662.22228
682,12970,12970,15881.61421,15933.32905,13461.43892,16174.92739,13712.44258,14171.0556,15500.26494,15450.85918,13738.72434
683,13741,13741,15802.37322,16025.63356,14154.56261,16094.22292,14432.92849,14915.63818,15590.06064,15398.21571,14460.59116
684,14132,14132,15751.77354,16107.13647,14397.81334,16042.68873,14766.57633,15260.44488,15669.34832,15304.20951,14794.87848
685,14350,14350,15653.43833,16080.62347,14461.67839,15942.53739,14789.78662,15284.43144,15643.55594,15146.27909,14818.13325
686,14437,14437,15464.40559,15913.68979,14360.24566,15750.01346,14637.95267,15127.5194,15481.15948,14908.4434,14666.0083
687,14352,14352,15399.48526,15844.95239,14252.23858,15683.89413,14415.52078,14897.64827,15414.29035,14870.84092,14443.15008
688,14276,14276,15289.69351,15728.09881,14227.81959,15572.07467,14319.77836,14798.70374,15300.61282,14916.90396,14347.22416
689,14660,14660,15567.51436,15912.70783,14473.88789,15855.02651,14504.49354,14989.59672,15480.2042,15241.22535,14532.29337
690,16391,16391,17066.41032,17165.69241,15741.79709,17381.60517,15623.42266,16145.94846,16699.13297,16562.01247,15653.36707
691,17344,17344,18138.55055,18103.46693,16748.61091,18473.54647,16221.08749,16763.6022,17611.41899,17455.07138,16252.1774
692,17255,17255,18062.17369,17968.93802,16693.19858,18395.75902,15919.35379,16451.77701,17480.54654,17352.60462,15949.86539
693,16845,16845,17742.34557,17558.47755,16344.75835,18070.02408,15401.95787,15917.07677,17081.24229,17023.58292,15431.47781
694,16178,16178,17136.10421,16883.86908,15910.85165,17452.58622,14876.82518,15374.38101,16424.96952,16526.29012,14905.33864
695,15081,15081,16084.96761,15772.28714,15282.5322,16382.03647,14132.16189,14604.81243,15343.60012,15527.94426,14159.2481
696,13638,13638,14546.92851,14218.82193,14278.53595,14815.59174,13116.71195,13555.40074,13832.35772,14043.58635,13141.85191
697,13303,13303,12706.24608,12650.62727,13074.49181,13251.0917,12865.2672,13295.54642,13298.35993,13086.60323,12889.92524
698,12191,12191,11677.06784,11562.61245,12080.82668,12347.78497,11789.85736,12184.16946,12287.68076,12092.01762,11812.45422
699,11649,11649,11135.74681,11018.60503,11464.71673,11795.49409,11265.69177,11642.47314,11661.02146,11475.33694,11287.284
700,11347,11347,10906.61622,10791.77162,11123.79003,11507.68053,10973.62903,11340.64235,11314.25724,11134.09443,10994.66148
701,11267,11267,10902.79737,10779.98806,10974.4585,11389.05468,10896.26141,11260.68718,11162.36878,10984.62457,10917.14558
702,11560,11560,11272.27045,11148.22413,10999.81669,11460.03572,11179.6203,11553.52301,11188.16116,11010.00625,11201.04756
703,12672,12672,12425.5611,12305.95832,11292.84459,11790.63237,12255.03015,12664.89996,11486.20644,11303.3056,12278.51857
704,14721,14721,14469.59693,14381.82776,11896.74505,12341.95091,14236.60817,14712.75192,12100.44719,11907.76547,14263.89456
705,16006,16006,15548.42014,15596.51579,12557.93621,12911.74396,15479.32548,15997.03195,12772.95961,12569.56912,15508.99371
706,16226,16226,15691.62676,15784.0707,13397.57386,13766.43354,15692.08642,16216.90868,13626.97396,13409.98456,15722.16243
707,16320,16320,15638.16296,15814.51154,13949.81876,14495.69087,15782.99337,16310.85601,14188.67467,13962.74102,15813.24362
708,16403,16403,15542.69188,15805.67388,14154.56261,14974.08367,15863.26227,16393.80951,14396.92426,14167.67454,15893.66636
709,16376,16376,15382.30046,15731.0447,14271.02242,15285.23346,15837.1507,16366.82464,14515.37815,14284.24223,15867.50475
710,16206,16206,15140.75863,15589.64205,14322.67798,15416.49978,15672.74452,16196.91989,14567.91818,14335.94564,15702.78346
711,16136,16136,15102.5702,15604.3715,14225.00201,15291.06752,15605.04786,16126.95911,14468.56976,14238.17919,15634.95705
712,16017,16017,15149.35103,15594.55187,14115.11655,15162.71823,15489.96353,16008.02578,14356.80278,14128.19193,15519.65215
713,16205,16205,15478.72625,15813.52958,14213.73171,15304.68032,15671.77742,16195.92045,14457.10648,14226.89844,15701.81451
714,17481,17481,16820.09493,17181.40382,15506.0599,16692.21392,16905.79087,17471.20551,15771.56257,15520.42377,16938.19312
715,18436,18436,17727.0702,18292.00379,16561.7117,17942.64714,17829.36677,18425.67043,16845.28978,16577.05347,17863.53917
716,18299,18299,17623.00672,18222.28443,16548.56302,17870.69375,17696.87473,18288.74719,16831.91596,16563.8926,17730.7932
717,17881,17881,17288.85794,17860.9221,16250.83915,17424.38827,17292.62895,17870.9814,16529.09431,16265.89294,17325.77262
718,17194,17194,16783.81592,17275.67225,15848.86498,16934.32735,16628.23456,17184.36632,16120.23733,15863.5464,16660.10483
719,16062,16062,15769.91305,16213.18846,15114.41683,16072.83137,15533.48281,16053.00057,15373.21359,15128.41791,15563.25484
720,14480,14480,14262.42469,14643.02988,14031.52846,14937.13463,14003.53823,14471.88695,14271.78345,14044.52641,14030.37792
